record_id,service_type,service_type_label,name,latitude,longitude,district,neighborhood,address,phone,detail,observed_at,retrieved_at,coverage_status,source_transport,source_dataset,source_dataset_url,source_license,source_attribution
hospital:8:Buca Seyfi Demirsoy Eğitim ve Araştırma Hastanesi:38.38452172005:27.163314874806,hospital,Hospital,Buca Seyfi Demirsoy Eğitim ve Araştırma Hastanesi,38.38452172005,27.163314874806,BUCA,KOZAĞAÇ,ÖZMEN 145-147,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:1001:Çeşme Alper Çizgenakat Devlet Hastanesi:38.316858928988:26.325647446549,hospital,Hospital,Çeşme Alper Çizgenakat Devlet Hastanesi,38.316858928988,26.325647446549,ÇEŞME,FAHRETTİNPAŞA,2222/1 2,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:8:Çocuk Ergen Madde Bağımlılığı Tedavi Merkezi (ÇEMATEM):38.375932042469:27.181156967594,hospital,Hospital,Çocuk Ergen Madde Bağımlılığı Tedavi Merkezi (ÇEMATEM),38.375932042469,27.181156967594,BUCA,ATATÜRK,HOCA AHMET YESEVİ 27-95,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:995:Dikili Devlet Hastanesi:39.06491073011:26.892432291747,hospital,Hospital,Dikili Devlet Hastanesi,39.06491073011,26.892432291747,DİKİLİ,SALİMBEY,REYHAN 14A,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:14:Dokuz Eylül Üniversitesi Uygulama Ve Araştırma Hastanesi:38.394177332575:27.033104743565,hospital,Hospital,Dokuz Eylül Üniversitesi Uygulama Ve Araştırma Hastanesi,38.394177332575,27.033104743565,BALÇOVA,İNCİRALTI,MİTHATPAŞA 1460/19,,OKUZ EYLÜL ÜNİVERSİTESİ REKTÖRLÜĞÜ Cumhuriyet Bulvarı No: 144 35210 Alsancak / İZMİR Telefon:+90(232) 412 12 12 Faks:+90 (232) 464 81 35 Kep Adresi: dokuzeyluluniversitesi@hs01.kep.tr - UETS: 35424-84249-98534,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Dr. Behçet Uz Çocuk Hastalıkları ve Cerrahisi Eğt. Arş. Hastanesi:38.427682659442:27.138663221558,hospital,Hospital,Dr. Behçet Uz Çocuk Hastalıkları ve Cerrahisi Eğt. Arş. Hastanesi,38.427682659442,27.138663221558,KONAK,İSMET KAPTAN,SEZER DOĞAN 11,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Dr. E. Hayri Üstündağ Kadın Hastalıkları ve Doğum Hastanesi:38.414835322195:27.129270567873,hospital,Hospital,Dr. E. Hayri Üstündağ Kadın Hastalıkları ve Doğum Hastanesi,38.414835322195,27.129270567873,KONAK,SÜMER,451 2,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversite Hastanesi Çocuk Acil Servisi:38.45431329057:27.213740287923,hospital,Hospital,Ege Üniversite Hastanesi Çocuk Acil Servisi,38.45431329057,27.213740287923,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/7,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege üniversitesi Acil Servis:38.456845150306:27.209402283659,hospital,Hospital,Ege üniversitesi Acil Servis,38.456845150306,27.209402283659,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 854C,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege üniversitesi Enfeksiyon Hastalıkları Ve Klinik Mikrobiyoloji Polikliniği:38.455037037164:27.207736215032,hospital,Hospital,Ege üniversitesi Enfeksiyon Hastalıkları Ve Klinik Mikrobiyoloji Polikliniği,38.455037037164,27.207736215032,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/65,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Göğüs Hastalıkları Ana Bilim Dalı:38.455529455777:27.207495378136,hospital,Hospital,Ege Üniversitesi Göğüs Hastalıkları Ana Bilim Dalı,38.455529455777,27.207495378136,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/62,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Hastanesi:38.45605153855:27.20980669838,hospital,Hospital,Ege Üniversitesi Hastanesi,38.45605153855,27.20980669838,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/53,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Hastanesi Sağlık Uygulama Ve Araştırma Merkezi:38.456115488569:27.210899512613,hospital,Hospital,Ege Üniversitesi Hastanesi Sağlık Uygulama Ve Araştırma Merkezi,38.456115488569,27.210899512613,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Nükleer Tıp Merkezi:38.454326264009:27.208541805415,hospital,Hospital,Ege Üniversitesi Nükleer Tıp Merkezi,38.454326264009,27.208541805415,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/67,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Tıp Fakültesi Çocuk Kalp ve Damar Cerrahisi Bilim Dalı:38.456396076047:27.208612949592,hospital,Hospital,Ege Üniversitesi Tıp Fakültesi Çocuk Kalp ve Damar Cerrahisi Bilim Dalı,38.456396076047,27.208612949592,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:2:Ege Üniversitesi Tıp Fakültesi Tıbbi Biyoloji Anabilim Dalı:38.456234275502:27.209455698298,hospital,Hospital,Ege Üniversitesi Tıp Fakültesi Tıbbi Biyoloji Anabilim Dalı,38.456234275502,27.209455698298,BORNOVA,KAZIMDİRİK,ÜNİVERSİTE 9/55,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Eşrefpaşa Hastanesi:38.423557444535:27.160669058558,hospital,Hospital,Eşrefpaşa Hastanesi,38.423557444535,27.160669058558,KONAK,YENİŞEHİR,GAZİLER 315,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:4:Foça Devlet Hastanesi:38.657350430208:26.763667994473,hospital,Hospital,Foça Devlet Hastanesi,38.657350430208,26.763667994473,FOÇA,ATATÜRK,ÇAM 7,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:15:Gaziemir Nevvar Salih İşgören Devlet Hastanesi:38.311026981449:27.133141521572,hospital,Hospital,Gaziemir Nevvar Salih İşgören Devlet Hastanesi,38.311026981449,27.133141521572,GAZİEMİR,SEVGİ,NEVVAR SALİH İŞGÖREN 16,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:Gureba-i Müslimin Hastanesi:38.415043306976:27.128936200753,hospital,Hospital,Gureba-i Müslimin Hastanesi,38.415043306976,27.128936200753,KONAK,SÜMER,440 2,,"Gureba-i Müslimin* Hastanesi'nin açıldığı tarihte, İzmir'de Türklere ait olan tek hastane Askeri Hastane'ymiş. Eski bir İngiliz mezarlığının üzerine inşa edilen Gureba-i Müslimin Hastanesi, 1851 yılında tamamlandığında iki katlı, taş ve ahşap yapılı bir binaymış. Altmış yatakla açılan hastanenin ilk kadrosunda sadece birer doktor, cerrah, eczacı, müdür ve kâtip varmış. Adı Müslüman hastanesi olsa da frengi ve akıl hastaları dışında her dinden hastaya bakılır ve fakir hastalardan ücret alınmazmış. Aynı şekilde hastane personelinde de din ve milliyet ayrımı yapılmaz; hastanede Rum, Ermeni, Yahudi doktor ve eczacılar çalışırmış. Hastanenin en ünlü doktoru, 1879 yılında kadroya dâhil olarak uzun yıllar başhekimlik görevini yürüten Mustafa Enver Bey, bir diğer önemli kişi ise hastanenin başeczacısı Süleyman Ferit Bey'miş. İngilizler, Kırım Savaşı sırasında Sarı Kışla'yı kendileri için bir askeri hastaneye dönüştürmüş; kente gelen İngiliz doktorları da hastanenin binasında konaklamış. 1855 yılında gerçekleşen bu durum yüzünden hastane işlevini yerine getiremezken, savaşın son bulmasıyla eski günlerine dönmüş. 19. yüzyılın sonlarına doğru başlayan hastaneyi genişletme çalışmaları sonunda 200 yatak, ameliyathane, eczane, laboratuvar, hamam, deney hayvanlarının bulunduğu bahçesiyle döneminin en büyük ve önemli hastanelerinden biri olmuş. Hastanenin adı 1913 yılında Memleket Hastanesi, 1954 yılında İzmir Devlet Hastanesi olarak değişmiş. Sadece tedavi hizmeti sunmayıp aynı zamanda bir okul görevi üstlenerek, Türkiye'nin ihtiyaç duyduğu sağlık personeli kadrosunun oluşturulmasına katkıda bulunmuş. 1963 yılında yayımlaya başladığı dergi ile de tıp dünyasına çok değerli makaleler kazandırmış. Batılılaşma Dönemi Osmanlı Mimarisi'nin süsleme özelliklerini ve Neoklasik tarzın izlerini göreceksiniz bu anıtsal hastanede. Mescit ve eczane mekânındaki tavan bezemeleri, eczanedeki özgün dolaplar, ahşap giriş kapısı ve merdiveni yapının çarpıcı öğelerinden bazıları. Günümüzde, hastane ve İzmir Kuzey Bölgesi Kamu Hastaneleri Birliği Genel Sekreterliği yönetim birimi olarak hizmet veriyor. * Müslüman garipler",,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:3:İzmir Aliağa Ceza İnfaz Kurumları Kampüs Devlet Hastanesi:38.881095954622:27.0966927007,hospital,Hospital,İzmir Aliağa Ceza İnfaz Kurumları Kampüs Devlet Hastanesi,38.881095954622,27.0966927007,ALİAĞA,BAHÇEDERE,KAPUKAYA 63,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:İzmir Alsancak Nevvar Salih İşgören Devlet Hastanesi:38.434028890645:27.143337155544,hospital,Hospital,İzmir Alsancak Nevvar Salih İşgören Devlet Hastanesi,38.434028890645,27.143337155544,KONAK,KÜLTÜR,ALİ ÇETİNKAYA 26,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:İzmir Dr. Suat Seren Göğüs Hast. ve Cerrahisi Eğt. Arş. Hastanesi:38.424617389936:27.164844725318,hospital,Hospital,İzmir Dr. Suat Seren Göğüs Hast. ve Cerrahisi Eğt. Arş. Hastanesi,38.424617389936,27.164844725318,KONAK,YENİŞEHİR,GAZİLER 331,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:İzmir Ege Doğumevi ve Kadın Hst. Eğt. Ve Arş. Hastanesi( Tepecik Kadın Doğum hastanesi):38.42367884895:27.167593308294,hospital,Hospital,İzmir Ege Doğumevi ve Kadın Hst. Eğt. Ve Arş. Hastanesi( Tepecik Kadın Doğum hastanesi),38.42367884895,27.167593308294,KONAK,EMİR SULTAN,GAZİLER 470,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:20:İzmir Ekonomi Üniversitesi (İeü) Özel Medicalpoint Hastanesi:38.473797754581:27.111659331601,hospital,Hospital,İzmir Ekonomi Üniversitesi (İeü) Özel Medicalpoint Hastanesi,38.473797754581,27.111659331601,KARŞIYAKA,İMBATLI,1825 12,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:19:İzmir İli Güney Bölgesi Kamu Hastaneleri Birliği Genel Sekreterliği:38.391592541562:27.086496795471,hospital,Hospital,İzmir İli Güney Bölgesi Kamu Hastaneleri Birliği Genel Sekreterliği,38.391592541562,27.086496795471,KARABAĞLAR,POLİGON,123/11 6,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:16:İzmir Katip Çelebi Üniversitesi Diş Hekimliği Fakültesi Hastanesi:38.490165408792:27.077774560474,hospital,Hospital,İzmir Katip Çelebi Üniversitesi Diş Hekimliği Fakültesi Hastanesi,38.490165408792,27.077774560474,ÇİĞLİ,AYDINLIKEVLER,6780 48,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:996:İzmir Kınık Devlet Hastanesi:39.089646263797:27.362964969671,hospital,Hospital,İzmir Kınık Devlet Hastanesi,39.089646263797,27.362964969671,KINIK,POYRACIK,SOMA 24,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:16:İzmir Özel Can Hastanesi:38.483043927071:27.058171019614,hospital,Hospital,İzmir Özel Can Hastanesi,38.483043927071,27.058171019614,ÇİĞLİ,ATAŞEHİR,8019/16 18,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:11:İzmir Şehir Hastanesi:38.484367304781:27.17765419371,hospital,Hospital,İzmir Şehir Hastanesi,38.484367304781,27.17765419371,BAYRAKLI,R.ŞEVKET İNCE,2148/11 1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:21:İzmir Tepecik Eğitim ve Araştırma Hastanesi:38.423012000622:27.166156267109,hospital,Hospital,İzmir Tepecik Eğitim ve Araştırma Hastanesi,38.423012000622,27.166156267109,KONAK,GÜNEY,GAZİLER 468,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:11:İzmir Tınaztepe Üniversitesi Özel Galen Hastanesi:38.463792377467:27.194492023989,hospital,Hospital,İzmir Tınaztepe Üniversitesi Özel Galen Hastanesi,38.463792377467,27.194492023989,BAYRAKLI,MANAVKUYU,250 23,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:1000:Karaburun İlçe Devlet Hastanesi:38.635181644953:26.522337716432,hospital,Hospital,Karaburun İlçe Devlet Hastanesi,38.635181644953,26.522337716432,KARABURUN,İSKELE,KEPEZ 26,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:1000:Karaburun Veteriner Kliniği:38.636007900408:26.51082963107,hospital,Hospital,Karaburun Veteriner Kliniği,38.636007900408,26.51082963107,KARABURUN,MERKEZ,BAŞKOMUTAN ATATÜRK 2/10,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:6:Kemalpaşa Devlet Hastanesi:38.436253062853:27.409815520271,hospital,Hospital,Kemalpaşa Devlet Hastanesi,38.436253062853,27.409815520271,KEMALPAŞA,SEKİZ EYLÜL,KIROVASI 81/1A,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:994:Kiraz Devlet Hastanesi:38.230385602768:28.218448175962,hospital,Hospital,Kiraz Devlet Hastanesi,38.230385602768,28.218448175962,KİRAZ,CUMHURİYET,KUBİLAY 9,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:13:Menderes Devlet Hastanesi:38.238470182981:27.136157570104,hospital,Hospital,Menderes Devlet Hastanesi,38.238470182981,27.136157570104,MENDERES,CÜNEYTBEY,ÇEVRE YOLU 147,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
hospital:17:Menemen Devlet Hastanesi:38.606998067341:27.088009872152,hospital,Hospital,Menemen Devlet Hastanesi,38.606998067341,27.088009872152,MENEMEN,UĞUR MUMCU,1249 13/1,,,,2026-09-20T07:31:15.089Z,COMPLETE_FOR_MAPPABLE_ROWS,api,Hastaneler,https://acikveri.bizizmir.com/dataset/saglik-kurumlari,CC BY 4.0,İzmir Büyükşehir Belediyesi Açık Veri Portalı
